                                                       oof_rocauc_score                                                         test_rocauc_score
                                                                   mean t_int_l t_int_h    std                           values              mean t_int_l t_int_h    std                           values
name                                                                                                                                                                                                     
xgb_embeds: emb__hidden_size_bs_0256_hs_0512.pickle              0.8625  0.8436  0.8815 0.0136  [0.848 0.855 0.856 0.877 0.877]            0.8581  0.8539  0.8623 0.0030  [0.855 0.857 0.857 0.859 0.863]
xgb_embeds: emb__hidden_size_bs_0256_hs_0768.pickle              0.8667  0.8491  0.8843 0.0127  [0.849 0.862 0.865 0.877 0.881]            0.8640  0.8605  0.8675 0.0025  [0.860 0.863 0.865 0.865 0.866]
xgb_embeds: emb__hidden_size_bs_0256_hs_1024.pickle              0.8635  0.8419  0.8851 0.0156  [0.842 0.857 0.863 0.873 0.883]            0.8718  0.8697  0.8739 0.0015  [0.870 0.871 0.871 0.872 0.874]
xgb_embeds: emb__hidden_size_bs_0512_hs_0016.pickle              0.7983  0.7830  0.8135 0.0110  [0.783 0.790 0.805 0.806 0.806]            0.7828  0.7774  0.7883 0.0039  [0.779 0.781 0.782 0.783 0.789]
xgb_embeds: emb__hidden_size_bs_0512_hs_0032.pickle              0.8228  0.7982  0.8475 0.0178  [0.802 0.806 0.831 0.836 0.840]            0.8048  0.7965  0.8131 0.0060  [0.796 0.801 0.808 0.809 0.809]
xgb_embeds: emb__hidden_size_bs_0512_hs_0064.pickle              0.8395  0.8227  0.8562 0.0121  [0.822 0.832 0.844 0.849 0.850]            0.8320  0.8274  0.8366 0.0033  [0.829 0.829 0.831 0.834 0.837]
xgb_embeds: emb__hidden_size_bs_0512_hs_0128.pickle              0.8538  0.8376  0.8700 0.0117  [0.841 0.847 0.853 0.856 0.872]            0.8479  0.8452  0.8507 0.0020  [0.845 0.846 0.849 0.849 0.850]
xgb_embeds: emb__hidden_size_bs_0512_hs_0192.pickle              0.8583  0.8353  0.8812 0.0165  [0.834 0.853 0.859 0.868 0.878]            0.8602  0.8535  0.8670 0.0049  [0.856 0.857 0.857 0.865 0.866]
xgb_embeds: emb__hidden_size_bs_0512_hs_0256.pickle              0.8600  0.8403  0.8797 0.0142  [0.841 0.854 0.858 0.869 0.877]            0.8640  0.8594  0.8687 0.0033  [0.861 0.862 0.864 0.866 0.869]
xgb_embeds: emb__hidden_size_bs_0512_hs_0320.pickle              0.8645  0.8463  0.8828 0.0131  [0.851 0.857 0.859 0.873 0.883]            0.8653  0.8609  0.8696 0.0031  [0.860 0.865 0.865 0.867 0.869]
xgb_embeds: emb__hidden_size_bs_0512_hs_0384.pickle              0.8635  0.8468  0.8802 0.0120  [0.847 0.857 0.864 0.873 0.877]            0.8682  0.8638  0.8726 0.0032  [0.863 0.867 0.868 0.870 0.872]
xgb_embeds: emb__hidden_size_bs_0512_hs_0448.pickle              0.8673  0.8468  0.8878 0.0148  [0.846 0.859 0.871 0.878 0.881]            0.8662  0.8625  0.8699 0.0026  [0.862 0.866 0.867 0.868 0.869]
xgb_embeds: emb__hidden_size_bs_0512_hs_0512.pickle              0.8612  0.8425  0.8800 0.0135  [0.843 0.855 0.864 0.866 0.879]            0.8691  0.8653  0.8730 0.0028  [0.866 0.867 0.869 0.870 0.873]
xgb_embeds: emb__hidden_size_bs_1024_hs_0256.pickle              0.8535  0.8342  0.8728 0.0139  [0.837 0.841 0.857 0.862 0.870]            0.8535  0.8507  0.8562 0.0020  [0.850 0.853 0.854 0.855 0.855]
xgb_embeds: emb__hidden_size_bs_1024_hs_0320.pickle              0.8608  0.8460  0.8755 0.0107  [0.847 0.856 0.859 0.870 0.873]            0.8527  0.8481  0.8572 0.0033  [0.847 0.852 0.853 0.855 0.856]
xgb_embeds: emb__hidden_size_bs_1024_hs_0384.pickle              0.8573  0.8383  0.8763 0.0137  [0.841 0.847 0.857 0.871 0.871]            0.8596  0.8516  0.8675 0.0057  [0.854 0.854 0.861 0.862 0.867]
xgb_embeds: emb__hidden_size_bs_1024_hs_0448.pickle              0.8577  0.8337  0.8816 0.0173  [0.835 0.849 0.856 0.867 0.881]            0.8660  0.8602  0.8718 0.0042  [0.860 0.864 0.868 0.868 0.870]
